UniprotID	GeneID	TranscriptID	ProteinID	Symbol	Strand	Chrom	UniprotEntryName	Length	logit_s_mean	logit_s_sd	s_mean	s_lower	s_upper	s_median
O75031	ENSG00000160207	ENST00000291560	ENSP00000291560	HSF2BP	-	21	HSF2B_HUMAN	334	-6.545741558074951	1.1117515563964844	0.0026979693211615086	0.00016248955216724426	0.012533365748822689	0.0014341588830575347
O00764	ENSG00000160209	ENST00000291565	ENSP00000291565	PDXK	+	21	PDXK_HUMAN	312	-3.9014880657196045	2.6300926208496094	0.10767343640327454	0.00011663150507956743	0.777887761592865	0.019811388105154037
P04080	ENSG00000160213	ENST00000291568	ENSP00000291568	CSTB	-	21	CYTB_HUMAN	98	-4.484110355377197	2.881514310836792	0.09500356763601303	3.979323082603514e-05	0.7619779706001282	0.011160951107740402
Q9NRZ7	ENSG00000160216	ENST00000291572	ENSP00000291572	AGPAT3	+	21	PLCC_HUMAN	376	-2.924884796142578	2.3302369117736816	0.1551264226436615	0.0005571799702011049	0.8378471732139587	0.05093703791499138
P48553	ENSG00000160218	ENST00000291574	ENSP00000291574	TRAPPC10	+	21	TPC10_HUMAN	1259	-1.9163988828659058	2.3183372020721436	0.2572654187679291	0.0015619514742866158	0.9326080679893494	0.1282636672258377
Q15269	ENSG00000241945	ENST00000291576	ENSP00000291576	PWP2	+	21	PWP2_HUMAN	919	-3.8782527446746826	2.318861961364746	0.08982501178979874	0.0002196756686316803	0.6607490181922913	0.020267663523554802
P0DPI2	ENSG00000160221	ENST00000291577	ENSP00000291577	GATD3A	+	21	GAL3A_HUMAN	268	-4.689095973968506	1.9251230955123901	0.0378117673099041	0.00021124770864844322	0.28578922152519226	0.009111217223107815
O43918	ENSG00000160224	ENST00000291582	ENSP00000291582	AIRE	+	21	AIRE_HUMAN	545	-5.991998672485352	1.74752938747406	0.009646528400480747	8.131544018397108e-05	0.07129906117916107	0.002492437371984124
Q9BY71	ENSG00000160233	ENST00000291592	ENSP00000291592	LRRC3	+	21	LRRC3_HUMAN	257						
Q9NSI2	ENSG00000160256	ENST00000291634	ENSP00000291634	FAM207A	+	21	SLX9_HUMAN	230	-5.625321865081787	2.1649065017700195	0.022161882370710373	5.1779745263047516e-05	0.20065870881080627	0.003592449938878417
Q9H0A9	ENSG00000160284	ENST00000291672	ENSP00000291672	SPATC1L	-	21	SPC1L_HUMAN	340	-5.7650146484375	1.4201650619506836	0.008341263979673386	0.00019380063167773187	0.04826675355434418	0.003125549992546439
O60318	ENSG00000160294	ENST00000291688	ENSP00000291688	MCM3AP	-	21	GANP_HUMAN	1980	-5.202657699584961	1.5309237241744995	0.015404409728944302	0.00027369766030460596	0.0995618924498558	0.005471816752105951
P58505	ENSG00000160298	ENST00000291691	ENSP00000291691	C21orf58	-	21	CU058_HUMAN	322	-4.98026704788208	1.9991148710250854	0.033164188265800476	0.00013658042007591575	0.2569134533405304	0.006825322285294533
P04271	ENSG00000160307	ENST00000291700	ENSP00000291700	S100B	-	21	S100B_HUMAN	92	-4.577066421508789	2.95279598236084	0.0958341509103775	3.153317084070295e-05	0.7703534364700317	0.010180319659411907
Q9H9P2	ENSG00000154645	ENST00000299295	ENSP00000299295	CHODL	+	21	CHODL_HUMAN	273	-6.121697902679443	1.5934200286865234	0.007126156706362963	9.66088700806722e-05	0.04748683050274849	0.002189920051023364
Q86YR6	ENSG00000166351	ENST00000299443	ENSP00000299443	POTED	+	21	POTED_HUMAN	584	-5.452091693878174	1.8681955337524414	0.02039509080350399	0.00011013566836481914	0.14301203191280365	0.004269024822860956
P58658	ENSG00000166979	ENST00000300255	ENSP00000300255	EVA1C	+	21	EVA1C_HUMAN	441	-5.527186393737793	1.655423879623413	0.013908489607274532	0.0001550268498249352	0.09257307648658752	0.003961408045142889
Q8TDR4	ENSG00000242220	ENST00000300258	ENSP00000300258	TCP10L	-	21	TCP1L_HUMAN	215	-6.368161201477051	1.6064355373382568	0.005690841004252434	7.36055153538473e-05	0.03843458369374275	0.0017123731086030602
P12110	ENSG00000142173	ENST00000300527	ENSP00000300527	COL6A2	+	21	CO6A2_HUMAN	1019	-5.078884124755859	1.5564956665039062	0.01872042566537857	0.0002946111490018666	0.11627290397882462	0.006188319530338049
Q9NYP3	ENSG00000159147	ENST00000303071	ENSP00000307143	DONSON	-	21	DONS_HUMAN	566	-5.777739524841309	1.8801283836364746	0.014457705430686474	7.768872455926612e-05	0.1098029837012291	0.0030861515551805496
Q8TCY5	ENSG00000170262	ENST00000303645	ENSP00000306697	MRAP	+	21	MRAP_HUMAN	172	-6.225336074829102	1.7357988357543945	0.008106043562293053	6.589121767319739e-05	0.05608157068490982	0.001974751241505146
Q9Y5N5	ENSG00000156239	ENST00000303775	ENSP00000303584	N6AMT1	-	21	N6MT1_HUMAN	214	-6.061194896697998	1.6587773561477661	0.00865468941628933	9.029502689372748e-05	0.05678347870707512	0.0023261893074959517
O14972	ENSG00000157538	ENST00000309117	ENSP00000311399	VPS26C	-	21	VP26C_HUMAN	297	-6.231688499450684	1.5339441299438477	0.006121878512203693	9.724662959342822e-05	0.0382278673350811	0.001962271286174655
Q9ULJ3	ENSG00000173276	ENST00000310826	ENSP00000308759	ZBTB21	-	21	ZBT21_HUMAN	1066						
P41440	ENSG00000173638	ENST00000311124	ENSP00000308895	SLC19A1	-	21	S19A1_HUMAN	591	-6.042797565460205	1.7164286375045776	0.008974777534604073	8.214555418817326e-05	0.06424446403980255	0.0023692785762250423
P53805	ENSG00000159200	ENST00000313806	ENSP00000320768	RCAN1	-	21	RCAN1_HUMAN	252	-4.932629585266113	2.065805435180664	0.038034796714782715	0.00012569419050123543	0.29240652918815613	0.00715594831854105
Q13112	ENSG00000159259	ENST00000314103	ENSP00000315700	CHAF1B	+	21	CAF1B_HUMAN	559	-4.18698787689209	2.2671072483062744	0.07393135130405426	0.0001785548811312765	0.5637661218643188	0.014964634552598
P48552	ENSG00000180530	ENST00000318948	ENSP00000327213	NRIP1	-	21	NRIP1_HUMAN	1158						
P57075	ENSG00000160185	ENST00000319294	ENSP00000317327	UBASH3A	+	21	UBS3A_HUMAN	661	-6.323922157287598	1.4340288639068604	0.004786822944879532	0.00010786014900077134	0.02893681637942791	0.001789689064025879
Q8WU66	ENSG00000175894	ENST00000323084	ENSP00000321987	TSPEAR	-	21	TSEAR_HUMAN	669	-5.766591548919678	1.2613171339035034	0.00650032190605998	0.00026415043976157904	0.03576190397143364	0.00312064029276371
P48539	ENSG00000183036	ENST00000328619	ENSP00000329403	PCP4	+	21	PCP4_HUMAN	62	-5.228672981262207	2.4278793334960938	0.04291381314396858	4.598136365530081e-05	0.38458874821662903	0.00533205084502697
P57055	ENSG00000183145	ENST00000329553	ENSP00000331734	RIPPLY3	+	21	DSCR6_HUMAN	190	-6.4431471824646	1.5127525329589844	0.00490054115653038	8.205098129110411e-05	0.02993873320519924	0.0015888618072494864
Q8IUC2	ENSG00000183640	ENST00000329621	ENSP00000332805	KRTAP8-1	-	21	KRA81_HUMAN	63						
Q9Y5Z0	ENSG00000182240	ENST00000330333	ENSP00000332979	BACE2	+	21	BACE2_HUMAN	518	-4.556155681610107	1.8105944395065308	0.03912505507469177	0.0003019776486326009	0.2674781382083893	0.010393203236162663
P20592	ENSG00000183486	ENST00000330714	ENSP00000333657	MX2	+	21	MX2_HUMAN	715	-6.051701545715332	1.7523558139801025	0.009892601519823074	7.58819660404697e-05	0.06804300844669342	0.0023483256809413433
Q3LI61	ENSG00000184032	ENST00000330798	ENSP00000330746	KRTAP20-2	+	21	KR202_HUMAN	65						
P53801	ENSG00000183255	ENST00000330938	ENSP00000328325	PTTG1IP	-	21	PTTG_HUMAN	180	-3.1344223022460938	3.0499815940856934	0.19066189229488373	0.00011029120651073754	0.9449781775474548	0.04170949012041092
O95456	ENSG00000183527	ENST00000331573	ENSP00000329915	PSMG1	-	21	PSMG1_HUMAN	288	-5.046666622161865	1.6618001461029053	0.021109893918037415	0.0002475291257724166	0.14312204718589783	0.006389643531292677
Q9Y5B6	ENSG00000159086	ENST00000331923	ENSP00000328992	PAXBP1	-	21	PAXB1_HUMAN	917	-2.7383906841278076	2.243837594985962	0.1679331362247467	0.0007951125153340399	0.8401642441749573	0.06074565649032593
Q9NVD3	ENSG00000185917	ENST00000332131	ENSP00000329189	SETD4	-	21	SETD4_HUMAN	440	-5.732332229614258	1.3007572889328003	0.007390560116618872	0.00025302486028522253	0.039814531803131104	0.003229052759706974
O15393	ENSG00000184012	ENST00000332149	ENSP00000330330	TMPRSS2	-	21	TMPS2_HUMAN	492	-5.979696273803711	1.6351228952407837	0.008964134380221367	0.00010260945418849587	0.05869493633508682	0.0025232117623090744
Q8IUC1	ENSG00000182591	ENST00000332378	ENSP00000330720	KRTAP11-1	-	21	KR111_HUMAN	163						
P55854	ENSG00000184900	ENST00000332859	ENSP00000330343	SUMO3	-	21	SUMO3_HUMAN	103	-3.4857683181762695	2.9686837196350098	0.1580289602279663	9.10253802430816e-05	0.9115529656410217	0.029719887301325798
Q3LI59	ENSG00000187026	ENST00000333892	ENSP00000334287	KRTAP21-2	-	21	KR212_HUMAN	83						
Q3LI70	ENSG00000186925	ENST00000334046	ENSP00000375107	KRTAP19-6	-	21	KR196_HUMAN	58						
Q3LHN2	ENSG00000186965	ENST00000334055	ENSP00000335660	KRTAP19-2	-	21	KR192_HUMAN	52						
Q3LI73	ENSG00000186967	ENST00000334058	ENSP00000335567	KRTAP19-4	-	21	KR194_HUMAN	84						
Q7Z4W3	ENSG00000244025	ENST00000334063	ENSP00000386376	KRTAP19-3	-	21	KR193_HUMAN	81						
Q3LI72	ENSG00000186977	ENST00000334151	ENSP00000334985	KRTAP19-5	-	21	KR195_HUMAN	72						
A1A580	ENSG00000186980	ENST00000334160	ENSP00000346536	KRTAP23-1	-	21	KR231_HUMAN	65						
P60410	ENSG00000187766	ENST00000334662	ENSP00000335565	KRTAP10-8	+	21	KR108_HUMAN	259						
Q3LI63	ENSG00000244624	ENST00000334664	ENSP00000335503	KRTAP20-1	+	21	KR201_HUMAN	56						
P60412	ENSG00000243489	ENST00000334670	ENSP00000334197	KRTAP10-11	+	21	KR10B_HUMAN	298						
Q3MIV0	ENSG00000186924	ENST00000334680	ENSP00000333887	KRTAP22-1	+	21	KR221_HUMAN	48						
Q3SYF9	ENSG00000244362	ENST00000334849	ENSP00000334696	KRTAP19-7	-	21	KR197_HUMAN	63						
Q3LI58	ENSG00000187005	ENST00000335093	ENSP00000335566	KRTAP21-1	-	21	KR211_HUMAN	79						
O43822	ENSG00000160226	ENST00000339818	ENSP00000344566	CFAP410	-	21	CF410_HUMAN	256	-5.761084079742432	1.8187555074691772	0.014684493653476238	8.908959716791287e-05	0.10007528960704803	0.0031378204002976418
Q3LI83	ENSG00000188694	ENST00000340345	ENSP00000339238	KRTAP24-1	-	21	KR241_HUMAN	254						
Q14684	ENSG00000160208	ENST00000340648	ENSP00000339145	RRP1B	+	21	RRP1B_HUMAN	758	-6.145976543426514	1.6373249292373657	0.007490123156458139	8.651779353385791e-05	0.050360362976789474	0.0021375042852014303
P48551	ENSG00000159110	ENST00000342136	ENSP00000343957	IFNAR2	+	21	INAR2_HUMAN	515	-5.7030439376831055	2.060533046722412	0.01916242204606533	5.87821050430648e-05	0.1591625064611435	0.0033247056417167187
P60604	ENSG00000184787	ENST00000345496	ENSP00000338348	UBE2G2	-	21	UB2G2_HUMAN	165	-5.165609836578369	2.3712306022644043	0.04129321873188019	5.4724954679841176e-05	0.3733006715774536	0.005677165929228067
P05067	ENSG00000142192	ENST00000346798	ENSP00000284981	APP	-	21	A4_HUMAN	770	-3.091337203979492	1.6875851154327393	0.10157372057437897	0.0016605525743216276	0.5538575649261475	0.043466001749038696
Q14201	ENSG00000154640	ENST00000348354	ENSP00000284879	BTG3	-	21	BTG3_HUMAN	252	-2.486071825027466	2.9985408782958984	0.23801137506961823	0.00023326458176597953	0.9674208760261536	0.07684038579463959
P17858	ENSG00000141959	ENST00000349048	ENSP00000269848	PFKL	+	21	PFKAL_HUMAN	780	-5.6389384269714355	1.527229905128479	0.01050112210214138	0.00017823069356381893	0.06625932455062866	0.0035440369974821806
Q9Y2G5	ENSG00000186866	ENST00000349485	ENSP00000339613	POFUT2	-	21	OFUT2_HUMAN	429	-4.616113662719727	2.398207426071167	0.06296657770872116	8.991885260911658e-05	0.5210593342781067	0.009794284589588642
P57057	ENSG00000160190	ENST00000352133	ENSP00000344648	SLC37A1	+	21	G6PT2_HUMAN	533	-4.81707239151001	1.6630125045776367	0.025751320645213127	0.0003106549265794456	0.17398738861083984	0.00802550744265318
Q9NYK5	ENSG00000154719	ENST00000352957	ENSP00000284967	MRPL39	-	21	RM39_HUMAN	338	-5.649621963500977	1.4426450729370117	0.009760384447872639	0.00020812703587580472	0.05614212527871132	0.0035065081901848316
Q8IUC0	ENSG00000198390	ENST00000355459	ENSP00000347635	KRTAP13-1	+	21	KR131_HUMAN	172						
P55345	ENSG00000160310	ENST00000355680	ENSP00000347906	PRMT2	+	21	ANM2_HUMAN	433	-4.7248406410217285	1.7545794248580933	0.03004448488354683	0.00028471057885326445	0.21654292941093445	0.008794105611741543
P18583	ENSG00000159140	ENST00000356577	ENSP00000348984	SON	+	21	SON_HUMAN	2426	-2.320213556289673	4.044829845428467	0.2987445294857025	3.542939157341607e-05	0.996343195438385	0.08946266770362854
P58499	ENSG00000183844	ENST00000357985	ENSP00000350673	FAM3B	+	21	FAM3B_HUMAN	235	-4.155059337615967	2.307377576828003	0.0753079205751419	0.00017035835480783135	0.5908107757568359	0.01544264331459999
O95613	ENSG00000160299	ENST00000359568	ENSP00000352572	PCNT	+	21	PCNT_HUMAN	3336	-4.763670921325684	0.7947850227355957	0.011376720853149891	0.0017941633705049753	0.03894352540373802	0.008462007157504559
Q6PEX3	ENSG00000197683	ENST00000360542	ENSP00000353742	KRTAP26-1	-	21	KR261_HUMAN	210						
P59991	ENSG00000221864	ENST00000360770	ENSP00000354001	KRTAP12-2	-	21	KR122_HUMAN	146						
P15036	ENSG00000157557	ENST00000360938	ENSP00000354194	ETS2	+	21	ETS2_HUMAN	469	-4.046158313751221	2.5686159133911133	0.10167133808135986	0.00011384566460037604	0.7287395000457764	0.01718881167471409
O94822	ENSG00000198862	ENST00000361371	ENSP00000354977	LTN1	-	21	LTN1_HUMAN	1766	-4.419609546661377	2.1937904357910156	0.05981074646115303	0.00016336512635461986	0.4700711667537689	0.011895720846951008
P12109	ENSG00000142156	ENST00000361866	ENSP00000355180	COL6A1	+	21	CO6A1_HUMAN	1028	-4.821085453033447	1.4956945180892944	0.02175298146903515	0.00042944273445755243	0.13129264116287231	0.007993622682988644
P60014	ENSG00000221859	ENST00000380095	ENSP00000369438	KRTAP10-10	+	21	KR10A_HUMAN	251						
Q9Y426	ENSG00000157617	ENST00000380486	ENSP00000369853	C2CD2	-	21	C2CD2_HUMAN	696	-6.274162769317627	1.534781813621521	0.006123987026512623	9.305005369242281e-05	0.036754582077264786	0.0018808238673955202
P05114	ENSG00000205581	ENST00000380749	ENSP00000370125	HMGN1	-	21	HMGN1_HUMAN	100	-5.533526420593262	1.8763608932495117	0.01766221970319748	9.99114490696229e-05	0.1351786106824875	0.003936470951884985
P53794	ENSG00000198743	ENST00000381151	ENSP00000370543	SLC5A3	+	21	SC5A3_HUMAN	718						
Q15811	ENSG00000205726	ENST00000381318	ENSP00000370719	ITSN1	+	21	ITSN1_HUMAN	1721	-2.0464298725128174	1.3214952945709229	0.1733512133359909	0.009598412550985813	0.6326619386672974	0.11441361904144287
O95825	ENSG00000205758	ENST00000381554	ENSP00000370966	CRYZL1	-	21	QORL1_HUMAN	349	-6.370723247528076	1.8604151010513306	0.008622303605079651	4.462954530026764e-05	0.06155020743608475	0.0017079990357160568
P22102	ENSG00000159131	ENST00000381815	ENSP00000371236	GART	-	21	PUR2_HUMAN	1010	-3.312598466873169	0.47344380617141724	0.0390554703772068	0.01419552881270647	0.08434952795505524	0.035141509026288986
Q9NX36	ENSG00000177692	ENST00000381947	ENSP00000371373	DNAJC28	-	21	DJC28_HUMAN	388						
Q8TAK6	ENSG00000184221	ENST00000382348	ENSP00000371785	OLIG1	+	21	OLIG1_HUMAN	271						
Q13516	ENSG00000205927	ENST00000382357	ENSP00000371794	OLIG2	+	21	OLIG2_HUMAN	323						
O60287	ENSG00000142207	ENST00000382751	ENSP00000372199	URB1	-	21	NPA1P_HUMAN	2271	-6.313253879547119	1.415079951286316	0.004755532834678888	0.00011314133007545024	0.028202200308442116	0.001808849279768765
Q3LI54	ENSG00000206102	ENST00000382822	ENSP00000372272	KRTAP19-8	-	21	KR198_HUMAN	63						
Q3LI60	ENSG00000206104	ENST00000382826	ENSP00000372276	KRTAP20-3	+	21	KR203_HUMAN	44						
Q3LI62	ENSG00000206105	ENST00000382828	ENSP00000372278	KRTAP20-4	+	21	KR204_HUMAN	44						
Q3LI68	ENSG00000206106	ENST00000382830	ENSP00000372281	KRTAP22-2	-	21	KR222_HUMAN	45						
Q3LI81	ENSG00000206107	ENST00000382835	ENSP00000372286	KRTAP27-1	-	21	KR271_HUMAN	207						
Q8IUB9	ENSG00000184351	ENST00000390689	ENSP00000375108	KRTAP19-1	-	21	KR191_HUMAN	90						
P59990	ENSG00000187175	ENST00000391617	ENSP00000375475	KRTAP12-1	-	21	KR121_HUMAN	96						
P60329	ENSG00000212933	ENST00000391618	ENSP00000375476	KRTAP12-4	-	21	KR124_HUMAN	112						
P60369	ENSG00000212935	ENST00000391620	ENSP00000375478	KRTAP10-3	-	21	KR103_HUMAN	221						
P60368	ENSG00000205445	ENST00000391621	ENSP00000375479	KRTAP10-2	-	21	KR102_HUMAN	255						
Q3LI67	ENSG00000212938	ENST00000391624	ENSP00000375482	KRTAP6-3	+	21	KRA63_HUMAN	103						
P58557	ENSG00000182362	ENST00000397701	ENSP00000380813	YBEY	+	21	YBEY_HUMAN	167	-5.979889869689941	1.899585485458374	0.012254019267857075	6.109565583756194e-05	0.09476708620786667	0.0025227246806025505
P48449	ENSG00000160285	ENST00000397728	ENSP00000380837	LSS	-	21	LSS_HUMAN	732	-6.153415679931641	1.57218337059021	0.006768189370632172	9.757043153513223e-05	0.044277433305978775	0.0021216957829892635
O95954	ENSG00000160282	ENST00000397746	ENSP00000380854	FTCD	-	21	FTCD_HUMAN	541	-5.751899242401123	1.4431445598602295	0.008468128740787506	0.000187712736078538	0.05100947245955467	0.0031666818540543318
P60328	ENSG00000205439	ENST00000397907	ENSP00000381005	KRTAP12-3	+	21	KR123_HUMAN	96						
P60411	ENSG00000221837	ENST00000397911	ENSP00000381009	KRTAP10-9	+	21	KR109_HUMAN	292						
O94759	ENSG00000142185	ENST00000397928	ENSP00000381023	TRPM2	+	21	TRPM2_HUMAN	1503	-5.388521194458008	1.4011695384979248	0.011454660445451736	0.0002930826449301094	0.06646649539470673	0.0045479461550712585
P35520	ENSG00000160200	ENST00000398165	ENSP00000381231	CBS	-	21	CBS_HUMAN	551	-5.493076324462891	2.084693193435669	0.02663448452949524	6.91613313392736e-05	0.1966836154460907	0.004098299890756607
P57081	ENSG00000160193	ENST00000398208	ENSP00000381266	WDR4	-	21	WDR4_HUMAN	412	-5.164584636688232	1.6949485540390015	0.020817356184124947	0.00020616617985069752	0.13675044476985931	0.005682955961674452
P57071	ENSG00000141956	ENST00000398548	ENSP00000381556	PRDM15	-	21	PRD15_HUMAN	1507	-2.5664265155792236	0.431560754776001	0.0772889256477356	0.03191418945789337	0.1517961025238037	0.07133065909147263
P20591	ENSG00000157601	ENST00000398598	ENSP00000381599	MX1	+	21	MX1_HUMAN	662	-5.60378885269165	1.528611183166504	0.01114437822252512	0.00018410659686196595	0.0686403214931488	0.0036703580990433693
Q99712	ENSG00000157551	ENST00000398938	ENSP00000381911	KCNJ15	+	21	KCJ15_HUMAN	375						
O95500	ENSG00000159261	ENST00000399135	ENSP00000382087	CLDN14	-	21	CLD14_HUMAN	239						
P15382	ENSG00000180509	ENST00000399286	ENSP00000382226	KCNE1	-	21	KCNE1_HUMAN	129						
P58511	ENSG00000205670	ENST00000399292	ENSP00000382231	SMIM11A	+	21	SIM11_HUMAN	58						
P82932	ENSG00000243927	ENST00000399312	ENSP00000382250	MRPS6	+	21	RT06_HUMAN	125	-5.301626682281494	1.982369065284729	0.025036441162228584	0.0001023511795210652	0.1952494978904724	0.004958768840879202
Q52LG2	ENSG00000182816	ENST00000399889	ENSP00000382777	KRTAP13-2	-	21	KR132_HUMAN	175						
P56748	ENSG00000156284	ENST00000399899	ENSP00000382783	CLDN8	-	21	CLD8_HUMAN	225						
P57077	ENSG00000156265	ENST00000399928	ENSP00000382812	MAP3K7CL	+	21	M3KCL_HUMAN	142	-6.195455551147461	1.5594210624694824	0.006351639982312918	9.592342394171283e-05	0.04152507334947586	0.002034526551142335
Q9Y5T5	ENSG00000156256	ENST00000399976	ENSP00000382858	USP16	+	21	UBP16_HUMAN	823	-5.536505699157715	1.5481964349746704	0.012426342815160751	0.0001895031746244058	0.07571137696504593	0.003924806136637926
Q06546	ENSG00000154727	ENST00000400075	ENSP00000382948	GABPA	+	21	GABPA_HUMAN	454	-2.2078371047973633	4.08381986618042	0.30619117617607117	3.672647289931774e-05	0.9969704151153564	0.099048912525177
P60413	ENSG00000189169	ENST00000400365	ENSP00000383216	KRTAP10-12	+	21	KR10C_HUMAN	245						
P60371	ENSG00000188155	ENST00000400368	ENSP00000383219	KRTAP10-6	-	21	KR106_HUMAN	365						
P60370	ENSG00000241123	ENST00000400372	ENSP00000383223	KRTAP10-5	-	21	KR105_HUMAN	271						
P60372	ENSG00000215454	ENST00000400374	ENSP00000383225	KRTAP10-4	+	21	KR104_HUMAN	401						
P60331	ENSG00000215455	ENST00000400375	ENSP00000383226	KRTAP10-1	-	21	KR101_HUMAN	282						
O60469	ENSG00000171587	ENST00000400454	ENSP00000383303	DSCAM	-	21	DSCAM_HUMAN	2012	-3.755936861038208	2.587378740310669	0.11727004498243332	0.00014668072981294245	0.7883875370025635	0.0228444691747427
Q14149	ENSG00000159256	ENST00000400485	ENSP00000383333	MORC3	+	21	MORC3_HUMAN	939	-3.232405185699463	1.293467402458191	0.07153987139463425	0.003117647022008896	0.33242103457450867	0.03796430677175522
O15394	ENSG00000154654	ENST00000400546	ENSP00000383392	NCAM2	+	21	NCAM2_HUMAN	837	-2.191119909286499	0.8237908482551575	0.1241242066025734	0.02175918221473694	0.3597338795661926	0.10055076330900192
Q9NSI8	ENSG00000155307	ENST00000400566	ENSP00000383411	SAMSN1	-	21	SAMN1_HUMAN	373	-5.74898624420166	1.3353232145309448	0.0073794410564005375	0.0002325504319742322	0.0418144091963768	0.003175890538841486
P57052	ENSG00000185272	ENST00000400577	ENSP00000383421	RBM11	+	21	RBM11_HUMAN	281	-4.519482135772705	2.01499342918396	0.046732135117053986	0.00020987348398193717	0.3611983060836792	0.010777249000966549
Q5DID0	ENSG00000177398	ENST00000408910	ENSP00000386147	UMODL1	+	21	UROL1_HUMAN	1318	-5.846951007843018	1.216097116470337	0.005970249883830547	0.00026634352980181575	0.030370449647307396	0.0028803725726902485
B9A014	ENSG00000222018	ENST00000410005	ENSP00000386791	FAM243A	-	21	F243A_HUMAN	251						
Q3LHN0	ENSG00000232263	ENST00000416044	ENSP00000398619	KRTAP25-1	-	21	KR251_HUMAN	102						
Q14689	ENSG00000160305	ENST00000417564	ENSP00000392066	DIP2A	+	21	DIP2A_HUMAN	1571	-4.77271842956543	1.4875680208206177	0.021732144057750702	0.000457947317045182	0.13503697514533997	0.008386431261897087
Q3LHN1	ENSG00000231068	ENST00000444335	ENSP00000404517	KRTAP21-3	-	21	KR213_HUMAN	58						
A8MWV9	ENSG00000243627	ENST00000450895	ENSP00000397039	SMIM34A	-	21	SM34A_HUMAN	139						
Q9NYP8	ENSG00000205929	ENST00000479548	ENSP00000418653	C21orf62	-	21	CU062_HUMAN	219						
P57087	ENSG00000154721	ENST00000480456	ENSP00000420419	JAM2	+	21	JAM2_HUMAN	298	-5.502840042114258	1.564284324645996	0.012262413278222084	0.00018990800890605897	0.08040191233158112	0.004058641381561756
P57060	ENSG00000156253	ENST00000493196	ENSP00000418693	RWDD2B	-	21	RWD2B_HUMAN	319	-5.655821800231934	1.8562092781066895	0.015422477386891842	9.197292820317671e-05	0.11735517531633377	0.0034849108196794987
P56182	ENSG00000160214	ENST00000497547	ENSP00000417464	RRP1	+	21	RRP1_HUMAN	461	-6.231058120727539	1.5593229532241821	0.005987763404846191	9.258652426069602e-05	0.040123555809259415	0.001963506219908595
Q07654	ENSG00000160180	ENST00000518498	ENSP00000430690	TFF3	-	21	TFF3_HUMAN	80	-5.731582164764404	2.2170238494873047	0.02314463071525097	4.203911521472037e-05	0.19999992847442627	0.003231467679142952
P56557	ENSG00000142188	ENST00000542230	ENSP00000439768	TMEM50B	-	21	TM50B_HUMAN	158	-4.95416259765625	2.077934980392456	0.035665255039930344	0.00012012707884423435	0.29287034273147583	0.0070045748725533485
P57053	ENSG00000234289	ENST00000599962	ENSP00000481622	H2BS1	+	21	H2BFS_HUMAN	126						
P60409	ENSG00000272804	ENST00000609664	ENSP00000476821	KRTAP10-7	+	21	KR107_HUMAN	370						
P48051	ENSG00000157542	ENST00000609713	ENSP00000477437	KCNJ6	-	21	KCNJ6_HUMAN	423	-3.7062630653381348	2.0054996013641357	0.0819825828075409	0.00048205532948486507	0.5558767318725586	0.023979997262358665
P56180	ENSG00000274391	ENST00000618007	ENSP00000484403	TPTE	+	21	TPTE_HUMAN	551	-6.039469242095947	1.8401298522949219	0.010775408707559109	6.467590719694272e-05	0.08069951087236404	0.0023771587293595076
Q8IUC3	ENSG00000274749	ENST00000621162	ENSP00000479656	KRTAP7-1	-	21	KRA71_HUMAN	87						
Q9UJW3	ENSG00000142182	ENST00000628202	ENSP00000486001	DNMT3L	-	21	DNM3L_HUMAN	386	-6.110226154327393	1.5713675022125244	0.006835187319666147	0.00010203933925367892	0.04607115685939789	0.002215130953118205
O00258	ENSG00000182093	ENST00000649170	ENSP00000496813	GET1	+	21	GET1_HUMAN	174	-4.516551971435547	1.7205272912979126	0.032889146357774734	0.00037480739410966635	0.24151711165905	0.010808533057570457
Q6XZB0	ENSG00000188992	ENST00000681601	ENSP00000505323	LIPI	-	21	LIPI_HUMAN	460	-5.424924373626709	2.1659061908721924	0.027687298133969307	6.314447819022462e-05	0.23508353531360626	0.004386076703667641
P57721	ENSG00000183570	ENST00000681687	ENSP00000505796	PCBP3	+	21	PCBP3_HUMAN	371	-5.413228511810303	1.9997355937957764	0.023009397089481354	8.848068682709709e-05	0.18334931135177612	0.004437447991222143
Q13009	ENSG00000156299	ENST00000286827	ENSP00000286827	TIAM1	-	21	TIAM1_HUMAN	1591	-2.7043826580047607	1.7298310995101929	0.1332894116640091	0.0022495139855891466	0.6650819182395935	0.06271523982286453
Q3LI64	ENSG00000184724	ENST00000329122	ENSP00000332690	KRTAP6-1	-	21	KRA61_HUMAN	71						
Q3LI76	ENSG00000186970	ENST00000334067	ENSP00000334866	KRTAP15-1	+	21	KR151_HUMAN	137						
Q3LI77	ENSG00000186971	ENST00000334068	ENSP00000334834	KRTAP13-4	+	21	KR134_HUMAN	160						
Q3LI66	ENSG00000186930	ENST00000334897	ENSP00000334560	KRTAP6-2	-	21	KRA62_HUMAN	62						
P53804	ENSG00000182670	ENST00000355666	ENSP00000347889	TTC3	+	21	TTC3_HUMAN	2025	-5.769415855407715	1.358219027519226	0.007552503142505884	0.0002178522408939898	0.04280488193035126	0.003111866768449545
Q9NSI5	ENSG00000183067	ENST00000380588	ENSP00000369962	IGSF5	+	21	IGSF5_HUMAN	407	-6.891111373901367	1.5614523887634277	0.0034322261344641447	4.765373159898445e-05	0.021233346313238144	0.0010157504584640265
