GeneID	TranscriptID	ProteinID	Symbol	Strand	Chrom
ENSG00000150938	ENST00000280527	ENSP00000280527	CRIM1	+	2
ENSG00000163541	ENST00000393868	ENSP00000377446	SUCLG1	-	2
ENSG00000119820	ENST00000238831	ENSP00000238831	YIPF4	+	2
ENSG00000153201	ENST00000283195	ENSP00000283195	RANBP2	+	2
ENSG00000274286	ENST00000620793	ENSP00000480573	ADRA2B	-	2
ENSG00000204640	ENST00000376865	ENSP00000366061	NMS	+	2
ENSG00000143924	ENST00000318522	ENSP00000320663	EML4	+	2
ENSG00000172985	ENST00000309415	ENSP00000309186	SH3RF3	+	2
ENSG00000144021	ENST00000488633	ENSP00000418287	CIAO1	+	2
ENSG00000170417	ENST00000412401	ENSP00000394178	TMEM182	+	2
ENSG00000042445	ENST00000295802	ENSP00000295802	RETSAT	-	2
ENSG00000183513	ENST00000328709	ENSP00000330730	COA5	-	2
ENSG00000143891	ENST00000272252	ENSP00000272252	GALM	+	2
ENSG00000136696	ENST00000259213	ENSP00000259213	IL36B	-	2
ENSG00000150551	ENST00000397463	ENSP00000380605	LYPD1	-	2
ENSG00000138073	ENST00000260643	ENSP00000260643	PREB	-	2
ENSG00000158050	ENST00000288943	ENSP00000288943	DUSP2	-	2
ENSG00000115091	ENST00000263238	ENSP00000263238	ACTR3	+	2
ENSG00000088205	ENST00000263239	ENSP00000263239	DDX18	+	2
ENSG00000115593	ENST00000419482	ENSP00000393453	SMYD1	+	2
ENSG00000144227	ENST00000272641	ENSP00000272641	NXPH2	-	2
ENSG00000240857	ENST00000381249	ENSP00000370648	RDH14	-	2
ENSG00000163064	ENST00000295206	ENSP00000295206	EN1	-	2
ENSG00000153237	ENST00000283233	ENSP00000283233	CCDC148	-	2
ENSG00000186132	ENST00000334816	ENSP00000335041	C2orf76	-	2
ENSG00000135968	ENST00000309863	ENSP00000307939	GCC2	+	2
ENSG00000186684	ENST00000664447	ENSP00000499243	CYP27C1	-	2
ENSG00000116096	ENST00000234454	ENSP00000234454	SPR	+	2
ENSG00000115128	ENST00000233468	ENSP00000233468	SF3B6	-	2
ENSG00000091436	ENST00000375213	ENSP00000364361	MAP3K20	+	2
ENSG00000136720	ENST00000259241	ENSP00000259241	HS6ST1	-	2
ENSG00000226479	ENST00000426077	ENSP00000453399	TMEM185B	-	2
ENSG00000136688	ENST00000259205	ENSP00000259205	IL36G	+	2
ENSG00000115561	ENST00000263856	ENSP00000263856	CHMP3	-	2
ENSG00000198142	ENST00000356454	ENSP00000365830	SOWAHC	+	2
ENSG00000176771	ENST00000409261	ENSP00000387128	NCKAP5	-	2
ENSG00000071051	ENST00000233154	ENSP00000233154	NCK2	+	2
ENSG00000144229	ENST00000409968	ENSP00000387145	THSD7B	+	2
ENSG00000198130	ENST00000359678	ENSP00000352706	HIBCH	-	2
ENSG00000135940	ENST00000258424	ENSP00000258424	COX5B	+	2
ENSG00000157856	ENST00000288710	ENSP00000288710	DRC1	+	2
ENSG00000071073	ENST00000393487	ENSP00000377127	MGAT4A	-	2
ENSG00000170485	ENST00000335681	ENSP00000338283	NPAS2	+	2
ENSG00000115459	ENST00000409013	ENSP00000387139	ELMOD3	+	2
ENSG00000115641	ENST00000530340	ENSP00000433567	FHL2	-	2
ENSG00000088179	ENST00000263708	ENSP00000263708	PTPN4	+	2
ENSG00000144028	ENST00000323853	ENSP00000317123	SNRNP200	-	2
ENSG00000136718	ENST00000259239	ENSP00000259239	IMP4	+	2
ENSG00000144152	ENST00000331203	ENSP00000331411	FBLN7	+	2
ENSG00000188738	ENST00000424728	ENSP00000401306	FSIP2	+	2
ENSG00000168702	ENST00000389484	ENSP00000374135	LRP1B	-	2
ENSG00000136695	ENST00000393200	ENSP00000376896	IL36RN	+	2
ENSG00000247626	ENST00000282276	ENSP00000282276	MARS2	+	2
ENSG00000162989	ENST00000295101	ENSP00000295101	KCNJ3	+	2
ENSG00000144120	ENST00000272521	ENSP00000272521	TMEM177	+	2
ENSG00000144278	ENST00000392825	ENSP00000376570	GALNT13	+	2
ENSG00000178568	ENST00000342788	ENSP00000342235	ERBB4	-	2
ENSG00000163006	ENST00000295124	ENSP00000295124	CCDC138	+	2
ENSG00000138069	ENST00000409784	ENSP00000387286	RAB1A	-	2
ENSG00000151690	ENST00000392328	ENSP00000376141	MFSD6	+	2
ENSG00000128708	ENST00000264108	ENSP00000264108	HAT1	+	2
ENSG00000116117	ENST00000406610	ENSP00000385848	PARD3B	+	2
ENSG00000072135	ENST00000175756	ENSP00000175756	PTPN18	+	2
ENSG00000180871	ENST00000318507	ENSP00000319635	CXCR2	+	2
ENSG00000144354	ENST00000306721	ENSP00000306968	CDCA7	+	2
ENSG00000136682	ENST00000259199	ENSP00000259199	CBWD2	+	2
ENSG00000115896	ENST00000428675	ENSP00000402861	PLCL1	+	2
ENSG00000135966	ENST00000393359	ENSP00000377027	TGFBRAP1	-	2
ENSG00000081320	ENST00000263955	ENSP00000263955	STK17B	-	2
ENSG00000144136	ENST00000272542	ENSP00000272542	SLC20A1	+	2
ENSG00000152127	ENST00000281923	ENSP00000281923	MGAT5	+	2
ENSG00000125629	ENST00000245787	ENSP00000245787	INSIG2	+	2
ENSG00000130561	ENST00000409110	ENSP00000386444	SAG	+	2
ENSG00000188674	ENST00000341287	ENSP00000343171	C2orf80	-	2
ENSG00000115073	ENST00000289228	ENSP00000289228	ACTR1B	-	2
ENSG00000116120	ENST00000281828	ENSP00000281828	FARSB	-	2
ENSG00000163464	ENST00000295683	ENSP00000295683	CXCR1	-	2
ENSG00000151689	ENST00000392329	ENSP00000376142	INPP1	+	2
ENSG00000189362	ENST00000409150	ENSP00000386292	NEMP2	-	2
ENSG00000115457	ENST00000233809	ENSP00000233809	IGFBP2	+	2
ENSG00000150540	ENST00000280097	ENSP00000280097	HNMT	+	2
ENSG00000187957	ENST00000341772	ENSP00000345229	DNER	-	2
ENSG00000076003	ENST00000264156	ENSP00000264156	MCM6	-	2
ENSG00000011523	ENST00000377990	ENSP00000367229	CEP68	+	2
ENSG00000198612	ENST00000354371	ENSP00000346340	COPS8	+	2
ENSG00000163075	ENST00000413369	ENSP00000393222	CFAP221	+	2
ENSG00000091428	ENST00000397081	ENSP00000380271	RAPGEF4	+	2
ENSG00000186522	ENST00000397712	ENSP00000380824	SEPTIN10	-	2
ENSG00000115590	ENST00000332549	ENSP00000330959	IL1R2	+	2
ENSG00000172878	ENST00000315796	ENSP00000315152	METAP1D	+	2
ENSG00000065548	ENST00000337859	ENSP00000338788	ZC3H15	+	2
ENSG00000121966	ENST00000241393	ENSP00000241393	CXCR4	-	2
ENSG00000136535	ENST00000389554	ENSP00000374205	TBR1	+	2
ENSG00000182263	ENST00000333129	ENSP00000333836	FIGN	-	2
ENSG00000114999	ENST00000233336	ENSP00000233336	TTL	+	2
ENSG00000155729	ENST00000359878	ENSP00000352941	KCTD18	-	2
ENSG00000119865	ENST00000263655	ENSP00000263655	CNRIP1	-	2
ENSG00000072080	ENST00000168148	ENSP00000168148	SPP2	+	2
ENSG00000115461	ENST00000233813	ENSP00000233813	IGFBP5	-	2
ENSG00000115919	ENST00000264170	ENSP00000264170	KYNU	+	2
ENSG00000169432	ENST00000642356	ENSP00000495601	SCN9A	-	2
ENSG00000135900	ENST00000258383	ENSP00000258383	MRPL44	+	2
ENSG00000114948	ENST00000264377	ENSP00000264377	ADAM23	+	2
ENSG00000144228	ENST00000280098	ENSP00000280098	SPOPL	+	2
ENSG00000136542	ENST00000259056	ENSP00000259056	GALNT5	+	2
ENSG00000135930	ENST00000258416	ENSP00000258416	EIF4E2	+	2
ENSG00000138439	ENST00000392238	ENSP00000376071	FAM117B	+	2
ENSG00000152128	ENST00000281924	ENSP00000281924	TMEM163	-	2
ENSG00000163535	ENST00000357799	ENSP00000350447	SGO2	+	2
ENSG00000138448	ENST00000261023	ENSP00000261023	ITGAV	+	2
ENSG00000163510	ENST00000410053	ENSP00000387006	CWC22	-	2
ENSG00000188177	ENST00000409871	ENSP00000386764	ZC3H6	+	2
ENSG00000237524	ENST00000568484	ENSP00000489776	TEX51	+	2
ENSG00000138411	ENST00000644978	ENSP00000495418	HECW2	-	2
ENSG00000144161	ENST00000409573	ENSP00000386488	ZC3H8	-	2
ENSG00000204217	ENST00000374580	ENSP00000363708	BMPR2	+	2
ENSG00000198369	ENST00000356388	ENSP00000348753	SPRED2	-	2
ENSG00000162944	ENST00000295049	ENSP00000295049	RFTN2	-	2
ENSG00000128655	ENST00000286063	ENSP00000286063	PDE11A	-	2
ENSG00000115866	ENST00000264161	ENSP00000264161	DARS1	-	2
ENSG00000163083	ENST00000295228	ENSP00000295228	INHBB	+	2
ENSG00000144320	ENST00000272748	ENSP00000272748	LNPK	-	2
ENSG00000178662	ENST00000651982	ENSP00000498841	CSRNP3	+	2
ENSG00000163466	ENST00000315717	ENSP00000327137	ARPC2	+	2
ENSG00000169607	ENST00000302450	ENSP00000305204	CKAP2L	-	2
ENSG00000153250	ENST00000348849	ENSP00000294904	RBMS1	-	2
ENSG00000204335	ENST00000375281	ENSP00000364430	SP5	+	2
ENSG00000144355	ENST00000361725	ENSP00000354478	DLX1	+	2
ENSG00000144331	ENST00000410066	ENSP00000386845	ZNF385B	-	2
ENSG00000144118	ENST00000272519	ENSP00000272519	RALB	+	2
ENSG00000188042	ENST00000339728	ENSP00000339754	ARL4C	-	2
ENSG00000152056	ENST00000396654	ENSP00000379891	AP1S3	-	2
ENSG00000135632	ENST00000389501	ENSP00000374152	SMYD5	+	2
ENSG00000135960	ENST00000258443	ENSP00000258443	EDAR	-	2
ENSG00000163600	ENST00000316386	ENSP00000319476	ICOS	+	2
ENSG00000138400	ENST00000374412	ENSP00000363533	MDH1B	-	2
ENSG00000124370	ENST00000244217	ENSP00000244217	MCEE	-	2
ENSG00000138356	ENST00000374700	ENSP00000363832	AOX1	+	2
ENSG00000144451	ENST00000331683	ENSP00000332592	SPAG16	+	2
ENSG00000138376	ENST00000260947	ENSP00000260947	BARD1	-	2
ENSG00000115844	ENST00000234198	ENSP00000234198	DLX2	-	2
ENSG00000157827	ENST00000288670	ENSP00000288670	FMNL2	+	2
ENSG00000163002	ENST00000295119	ENSP00000295119	NUP35	+	2
ENSG00000144369	ENST00000304698	ENSP00000304108	FAM171B	+	2
ENSG00000179921	ENST00000519574	ENSP00000430202	GPBAR1	+	2
ENSG00000119812	ENST00000238823	ENSP00000238823	FAM98A	-	2
ENSG00000170035	ENST00000410062	ENSP00000386788	UBE2E3	+	2
ENSG00000054219	ENST00000263636	ENSP00000263636	LY75	-	2
ENSG00000144406	ENST00000673920	ENSP00000501211	UNC80	+	2
ENSG00000085449	ENST00000233055	ENSP00000233055	WDFY1	-	2
ENSG00000144119	ENST00000272520	ENSP00000272520	C1QL2	-	2
ENSG00000115425	ENST00000265322	ENSP00000265322	PECR	-	2
ENSG00000075884	ENST00000295095	ENSP00000295095	ARHGAP15	+	2
ENSG00000118245	ENST00000236979	ENSP00000236979	TNP1	-	2
ENSG00000242441	ENST00000403751	ENSP00000384597	GTF2A1L	+	2
ENSG00000163012	ENST00000295131	ENSP00000295131	ZSWIM2	-	2
ENSG00000115361	ENST00000233710	ENSP00000233710	ACADL	-	2
ENSG00000124019	ENST00000409685	ENSP00000386895	FAM124B	-	2
ENSG00000136694	ENST00000259211	ENSP00000259211	IL36A	+	2
ENSG00000138434	ENST00000431877	ENSP00000388731	ITPRID2	+	2
ENSG00000118997	ENST00000312428	ENSP00000311273	DNAH7	-	2
ENSG00000061676	ENST00000361354	ENSP00000355348	NCKAP1	-	2
ENSG00000175497	ENST00000410059	ENSP00000386565	DPP10	+	2
ENSG00000115020	ENST00000264380	ENSP00000264380	PIKFYVE	+	2
ENSG00000174453	ENST00000312504	ENSP00000308976	VWC2L	+	2
ENSG00000115648	ENST00000264605	ENSP00000264605	MLPH	+	2
ENSG00000115109	ENST00000263713	ENSP00000263713	EPB41L5	+	2
ENSG00000163449	ENST00000437356	ENSP00000401305	TMEM169	+	2
ENSG00000187231	ENST00000428443	ENSP00000415332	SESTD1	-	2
ENSG00000136732	ENST00000259254	ENSP00000259254	GYPC	+	2
ENSG00000154252	ENST00000192314	ENSP00000192314	GAL3ST2	+	2
ENSG00000115221	ENST00000283249	ENSP00000283249	ITGB6	-	2
ENSG00000071677	ENST00000165524	ENSP00000165524	PRLH	+	2
ENSG00000135932	ENST00000258418	ENSP00000258418	CAB39	+	2
ENSG00000168530	ENST00000352451	ENSP00000307280	MYL1	-	2
ENSG00000153107	ENST00000341068	ENSP00000339109	ANAPC1	-	2
ENSG00000115539	ENST00000264254	ENSP00000264254	PDCL3	+	2
ENSG00000115966	ENST00000264110	ENSP00000264110	ATF2	-	2
ENSG00000163082	ENST00000321276	ENSP00000315137	SGPP2	+	2
ENSG00000233608	ENST00000612363	ENSP00000482581	TWIST2	+	2
ENSG00000036257	ENST00000264414	ENSP00000264414	CUL3	-	2
ENSG00000196872	ENST00000397899	ENSP00000380996	CRACDL	-	2
ENSG00000115183	ENST00000263635	ENSP00000263635	TANC1	+	2
ENSG00000144410	ENST00000272852	ENSP00000272852	CPO	+	2
ENSG00000115107	ENST00000393110	ENSP00000376822	STEAP3	+	2
ENSG00000197756	ENST00000491306	ENSP00000418082	RPL37A	+	2
ENSG00000119042	ENST00000417098	ENSP00000401112	SATB2	-	2
ENSG00000144339	ENST00000272771	ENSP00000272771	TMEFF2	-	2
ENSG00000055044	ENST00000264279	ENSP00000264279	NOP58	+	2
ENSG00000153246	ENST00000283243	ENSP00000283243	PLA2R1	-	2
ENSG00000124839	ENST00000264601	ENSP00000264601	RAB17	-	2
ENSG00000115145	ENST00000263904	ENSP00000263904	STAM2	-	2
ENSG00000023228	ENST00000233190	ENSP00000233190	NDUFS1	-	2
ENSG00000144452	ENST00000272895	ENSP00000272895	ABCA12	-	2
ENSG00000114933	ENST00000403263	ENSP00000384198	INO80D	-	2
ENSG00000118246	ENST00000402774	ENSP00000385990	FASTKD2	+	2
ENSG00000079246	ENST00000392132	ENSP00000375977	XRCC5	+	2
ENSG00000171951	ENST00000305409	ENSP00000304133	SCG2	-	2
ENSG00000153208	ENST00000295408	ENSP00000295408	MERTK	+	2
ENSG00000198914	ENST00000361360	ENSP00000355001	POU3F3	+	2
ENSG00000115165	ENST00000264192	ENSP00000264192	CYTIP	-	2
ENSG00000136560	ENST00000392749	ENSP00000376505	TANK	+	2
ENSG00000155636	ENST00000286070	ENSP00000286070	RBM45	+	2
ENSG00000169629	ENST00000302558	ENSP00000306637	RGPD8	-	2
ENSG00000064989	ENST00000392370	ENSP00000376177	CALCRL	-	2
ENSG00000065413	ENST00000282272	ENSP00000282272	ANKRD44	-	2
ENSG00000162999	ENST00000354221	ENSP00000346160	DUSP19	+	2
ENSG00000184611	ENST00000332142	ENSP00000331727	KCNH7	-	2
ENSG00000082153	ENST00000409600	ENSP00000386474	BZW1	+	2
ENSG00000187699	ENST00000340623	ENSP00000345107	C2orf88	+	2
ENSG00000115233	ENST00000409682	ENSP00000386541	PSMD14	+	2
ENSG00000130147	ENST00000392011	ENSP00000375867	SH3BP4	+	2
ENSG00000144290	ENST00000446997	ENSP00000393066	SLC4A10	+	2
ENSG00000168582	ENST00000304502	ENSP00000302105	CRYGA	-	2
ENSG00000021826	ENST00000233072	ENSP00000233072	CPS1	+	2
ENSG00000063660	ENST00000264039	ENSP00000264039	GPC1	+	2
ENSG00000135916	ENST00000326427	ENSP00000322730	ITM2C	+	2
ENSG00000198586	ENST00000431350	ENSP00000411099	TLK1	-	2
ENSG00000182187	ENST00000260988	ENSP00000260988	CRYGB	-	2
ENSG00000115596	ENST00000233948	ENSP00000233948	WNT6	+	2
ENSG00000118263	ENST00000309446	ENSP00000309570	KLF7	-	2
ENSG00000182329	ENST00000498697	ENSP00000419834	KIAA2012	+	2
ENSG00000122085	ENST00000391980	ENSP00000375840	MTERF4	-	2
ENSG00000135898	ENST00000650999	ENSP00000498258	GPR55	-	2
ENSG00000196950	ENST00000359634	ENSP00000352655	SLC39A10	+	2
ENSG00000114942	ENST00000392222	ENSP00000376056	EEF1B2	+	2
ENSG00000125630	ENST00000263331	ENSP00000263331	POLR1B	+	2
ENSG00000168505	ENST00000306318	ENSP00000302251	GBX2	-	2
ENSG00000003436	ENST00000233156	ENSP00000233156	TFPI	-	2
ENSG00000183840	ENST00000329321	ENSP00000327417	GPR39	+	2
ENSG00000176720	ENST00000318407	ENSP00000314132	BOK	+	2
ENSG00000204186	ENST00000374423	ENSP00000363545	ZDBF2	+	2
ENSG00000163599	ENST00000648405	ENSP00000497102	CTLA4	+	2
ENSG00000136710	ENST00000259229	ENSP00000259229	CCDC115	-	2
ENSG00000115840	ENST00000422440	ENSP00000388658	SLC25A12	-	2
ENSG00000197713	ENST00000359429	ENSP00000352401	RPE	+	2
ENSG00000157985	ENST00000304032	ENSP00000307634	AGAP1	+	2
ENSG00000079156	ENST00000190611	ENSP00000190611	OSBPL6	+	2
ENSG00000115365	ENST00000450366	ENSP00000393597	LANCL1	-	2
ENSG00000115806	ENST00000234160	ENSP00000234160	GORASP2	+	2
ENSG00000136731	ENST00000259253	ENSP00000259253	UGGT1	+	2
ENSG00000135617	ENST00000258083	ENSP00000258083	PRADC1	-	2
ENSG00000144476	ENST00000272928	ENSP00000272928	ACKR3	+	2
ENSG00000163161	ENST00000285398	ENSP00000285398	ERCC3	-	2
ENSG00000198648	ENST00000355999	ENSP00000348278	STK39	-	2
ENSG00000168393	ENST00000305784	ENSP00000304802	DTYMK	-	2
ENSG00000153086	ENST00000356140	ENSP00000348459	ACMSD	+	2
ENSG00000172005	ENST00000309988	ENSP00000310880	MAL	+	2
ENSG00000115008	ENST00000263339	ENSP00000263339	IL1A	-	2
ENSG00000241399	ENST00000259053	ENSP00000259053	CD302	-	2
ENSG00000144445	ENST00000281772	ENSP00000281772	KANSL1L	-	2
ENSG00000221823	ENST00000234310	ENSP00000234310	PPP3R1	-	2
ENSG00000155066	ENST00000317620	ENSP00000318270	PROM2	+	2
ENSG00000184898	ENST00000331426	ENSP00000331211	RBM43	-	2
ENSG00000067066	ENST00000340126	ENSP00000343023	SP100	+	2
ENSG00000121988	ENST00000264159	ENSP00000264159	ZRANB3	-	2
ENSG00000153820	ENST00000392056	ENSP00000375909	SPHKAP	-	2
ENSG00000065802	ENST00000264607	ENSP00000264607	ASB1	+	2
ENSG00000275111	ENST00000614034	ENSP00000480297	ZNF2	+	2
ENSG00000118242	ENST00000263268	ENSP00000263268	MREG	-	2
ENSG00000127838	ENST00000273077	ENSP00000273077	PNKD	+	2
ENSG00000085978	ENST00000392017	ENSP00000375872	ATG16L1	+	2
ENSG00000186889	ENST00000335390	ENSP00000335094	TMEM17	-	2
ENSG00000158428	ENST00000289388	ENSP00000289388	CATIP	+	2
ENSG00000118231	ENST00000264376	ENSP00000264376	CRYGD	-	2
ENSG00000196141	ENST00000409140	ENSP00000386730	SPATS2L	+	2
ENSG00000144583	ENST00000273067	ENSP00000273067	MARCHF4	-	2
ENSG00000178385	ENST00000427836	ENSP00000417003	PLEKHM3	-	2
ENSG00000082258	ENST00000264157	ENSP00000264157	CCNT2	+	2
ENSG00000132321	ENST00000409907	ENSP00000387347	IQCA1	-	2
ENSG00000123636	ENST00000392783	ENSP00000376534	BAZ2B	-	2
ENSG00000144191	ENST00000272602	ENSP00000272602	CNGA3	+	2
ENSG00000118260	ENST00000353267	ENSP00000236995	CREB1	+	2
ENSG00000138379	ENST00000260950	ENSP00000260950	MSTN	-	2
ENSG00000177519	ENST00000325926	ENSP00000314946	RPRM	-	2
ENSG00000163254	ENST00000282141	ENSP00000282141	CRYGC	-	2
ENSG00000168918	ENST00000445964	ENSP00000405338	INPP5D	+	2
ENSG00000115084	ENST00000245680	ENSP00000245680	SLC35F5	-	2
ENSG00000116106	ENST00000281821	ENSP00000281821	EPHA4	-	2
ENSG00000176946	ENST00000407315	ENSP00000385006	THAP4	-	2
ENSG00000170340	ENST00000301998	ENSP00000305595	B3GNT2	+	2
ENSG00000135926	ENST00000258412	ENSP00000258412	TMBIM1	-	2
ENSG00000222014	ENST00000410061	ENSP00000387307	RAB6C	+	2
ENSG00000115685	ENST00000234038	ENSP00000234038	PPP1R7	+	2
ENSG00000163811	ENST00000407426	ENSP00000384302	WDR43	+	2
ENSG00000136717	ENST00000316724	ENSP00000316779	BIN1	-	2
ENSG00000163251	ENST00000295417	ENSP00000354607	FZD5	-	2
ENSG00000116030	ENST00000392246	ENSP00000376077	SUMO1	-	2
ENSG00000125633	ENST00000376300	ENSP00000365477	CCDC93	-	2
ENSG00000128683	ENST00000358196	ENSP00000350928	GAD1	+	2
ENSG00000144366	ENST00000409830	ENSP00000386732	GULP1	+	2
ENSG00000178562	ENST00000324106	ENSP00000324890	CD28	+	2
ENSG00000171174	ENST00000302188	ENSP00000306817	RBKS	-	2
ENSG00000128654	ENST00000249442	ENSP00000249442	MTX2	+	2
ENSG00000115368	ENST00000314761	ENSP00000314193	WDR75	+	2
ENSG00000196460	ENST00000428343	ENSP00000401536	RFX8	-	2
ENSG00000018280	ENST00000233202	ENSP00000233202	SLC11A1	+	2
ENSG00000138375	ENST00000357276	ENSP00000349823	SMARCAL1	+	2
ENSG00000006607	ENST00000264042	ENSP00000264042	FARP2	+	2
ENSG00000144026	ENST00000295208	ENSP00000295208	ZNF514	-	2
ENSG00000183733	ENST00000332372	ENSP00000333097	FIGLA	-	2
ENSG00000170745	ENST00000304101	ENSP00000305824	KCNS3	+	2
ENSG00000168754	ENST00000490605	ENSP00000429896	FAM178B	-	2
ENSG00000162804	ENST00000310397	ENSP00000308893	SNED1	+	2
ENSG00000180902	ENST00000321264	ENSP00000315351	D2HGDH	+	2
ENSG00000171227	ENST00000306406	ENSP00000303148	TMEM37	+	2
ENSG00000136536	ENST00000409175	ENSP00000386830	MARCHF7	+	2
ENSG00000144029	ENST00000272418	ENSP00000272418	MRPS5	-	2
ENSG00000204262	ENST00000374866	ENSP00000364000	COL5A2	-	2
ENSG00000152093	ENST00000281882	ENSP00000281882	CFC1B	+	2
ENSG00000127831	ENST00000248444	ENSP00000248444	VIL1	+	2
ENSG00000115694	ENST00000316586	ENSP00000325748	STK25	-	2
ENSG00000168397	ENST00000404914	ENSP00000384259	ATG4B	+	2
ENSG00000128641	ENST00000392318	ENSP00000376132	MYO1B	+	2
ENSG00000168385	ENST00000391971	ENSP00000375832	SEPTIN2	+	2
ENSG00000162975	ENST00000295082	ENSP00000295082	KCNF1	+	2
ENSG00000150873	ENST00000381585	ENSP00000370997	C2orf50	+	2
ENSG00000162976	ENST00000295083	ENSP00000295083	SLC66A3	+	2
ENSG00000134318	ENST00000315872	ENSP00000317985	ROCK2	-	2
ENSG00000169016	ENST00000381525	ENSP00000370936	E2F6	-	2
ENSG00000153234	ENST00000339562	ENSP00000344479	NR4A2	-	2
ENSG00000115159	ENST00000438166	ENSP00000409708	GPD2	+	2
ENSG00000138386	ENST00000337386	ENSP00000336894	NAB1	+	2
ENSG00000115419	ENST00000320717	ENSP00000317379	GLS	+	2
ENSG00000138378	ENST00000392320	ENSP00000376134	STAT4	-	2
ENSG00000116062	ENST00000234420	ENSP00000234420	MSH6	+	2
ENSG00000250565	ENST00000522587	ENSP00000428141	ATP6V1E2	-	2
ENSG00000119729	ENST00000238738	ENSP00000238738	RHOQ	+	2
ENSG00000151665	ENST00000281382	ENSP00000281382	PIGF	-	2
ENSG00000119878	ENST00000238892	ENSP00000238892	CRIPT	+	2
ENSG00000241119	ENST00000354728	ENSP00000346768	UGT1A9	+	2
ENSG00000167165	ENST00000305139	ENSP00000303174	UGT1A6	+	2
ENSG00000241635	ENST00000305208	ENSP00000304845	UGT1A1	+	2
ENSG00000123485	ENST00000411486	ENSP00000414109	HJURP	-	2
ENSG00000144481	ENST00000324695	ENSP00000323926	TRPM8	+	2
ENSG00000152102	ENST00000389915	ENSP00000374565	FAM168B	-	2
ENSG00000008869	ENST00000233099	ENSP00000233099	HEATR5B	-	2
ENSG00000218739	ENST00000402297	ENSP00000384331	CEBPZOS	+	2
ENSG00000115816	ENST00000234170	ENSP00000234170	CEBPZ	-	2
ENSG00000003509	ENST00000002125	ENSP00000002125	NDUFAF7	+	2
ENSG00000115825	ENST00000234179	ENSP00000234179	PRKD3	-	2
ENSG00000115828	ENST00000338415	ENSP00000344829	QPCT	+	2
ENSG00000163171	ENST00000295324	ENSP00000295324	CDC42EP3	-	2
ENSG00000119004	ENST00000356079	ENSP00000348380	CYP20A1	+	2
ENSG00000173166	ENST00000319170	ENSP00000316543	RAPH1	-	2
ENSG00000005448	ENST00000348227	ENSP00000006526	WDR54	+	2
ENSG00000114993	ENST00000272430	ENSP00000272430	RTKN	-	2
ENSG00000115274	ENST00000233331	ENSP00000233331	INO80B	+	2
ENSG00000239779	ENST00000233615	ENSP00000233615	WBP1	+	2
ENSG00000204822	ENST00000258105	ENSP00000258105	MRPL53	-	2
ENSG00000135637	ENST00000393965	ENSP00000377537	CCDC142	-	2
ENSG00000115282	ENST00000233623	ENSP00000233623	TTC31	+	2
ENSG00000179528	ENST00000377566	ENSP00000366789	LBX2	-	2
ENSG00000115289	ENST00000233630	ENSP00000233630	PCGF1	-	2
ENSG00000115297	ENST00000233638	ENSP00000233638	TLX2	+	2
ENSG00000144045	ENST00000404568	ENSP00000384621	DQX1	-	2
ENSG00000115307	ENST00000377526	ENSP00000366748	AUP1	-	2
ENSG00000138363	ENST00000236959	ENSP00000236959	ATIC	+	2
ENSG00000152253	ENST00000282074	ENSP00000282074	SPC25	-	2
ENSG00000152254	ENST00000375363	ENSP00000364512	G6PC2	+	2
ENSG00000073734	ENST00000650372	ENSP00000497931	ABCB11	-	2
ENSG00000073737	ENST00000674881	ENSP00000502399	DHRS9	+	2
ENSG00000081479	ENST00000649046	ENSP00000496870	LRP2	-	2
ENSG00000170396	ENST00000302277	ENSP00000303252	ZNF804A	+	2
ENSG00000254126	ENST00000643224	ENSP00000496416	CD8B2	+	2
ENSG00000168542	ENST00000304636	ENSP00000304408	COL3A1	+	2
ENSG00000132300	ENST00000254630	ENSP00000254630	PTCD3	+	2
ENSG00000132313	ENST00000337109	ENSP00000338389	MRPL35	+	2
ENSG00000068615	ENST00000538924	ENSP00000438346	REEP1	-	2
ENSG00000115548	ENST00000312912	ENSP00000323659	KDM3A	+	2
ENSG00000132330	ENST00000254663	ENSP00000254663	SCLY	+	2
ENSG00000144488	ENST00000343063	ENSP00000339115	ESPNL	+	2
ENSG00000168427	ENST00000409223	ENSP00000386389	KLHL30	+	2
ENSG00000178752	ENST00000546354	ENSP00000442304	ERFE	+	2
ENSG00000132323	ENST00000254654	ENSP00000254654	ILKAP	-	2
ENSG00000144485	ENST00000272937	ENSP00000272937	HES6	-	2
ENSG00000132326	ENST00000254657	ENSP00000254657	PER2	-	2
ENSG00000204104	ENST00000373327	ENSP00000362424	TRAF3IP1	+	2
ENSG00000156973	ENST00000287600	ENSP00000287600	PDE6D	-	2
ENSG00000163273	ENST00000409852	ENSP00000387159	NPPC	-	2
ENSG00000144535	ENST00000325385	ENSP00000315569	DIS3L2	+	2
ENSG00000163283	ENST00000392027	ENSP00000375881	ALPP	+	2
ENSG00000163286	ENST00000295453	ENSP00000295453	ALPG	+	2
ENSG00000163295	ENST00000295463	ENSP00000295463	ALPI	+	2
ENSG00000171551	ENST00000304546	ENSP00000302051	ECEL1	-	2
ENSG00000237412	ENST00000617714	ENSP00000479745	PRSS56	+	2
ENSG00000135902	ENST00000258385	ENSP00000258385	CHRND	+	2
ENSG00000196811	ENST00000651502	ENSP00000498757	CHRNG	+	2
ENSG00000143952	ENST00000272322	ENSP00000272322	VPS54	-	2
ENSG00000197329	ENST00000358912	ENSP00000351789	PELI1	-	2
